Dataset,Mode,Anomaly_ID,Trace_ID,Fitness_Pre,Fitness_Post,Delta,Outcome
testBank,ISOLATED,Sub105,trace_1869,0.6136,0.5556,-0.0581,WORSENED
testBank,ISOLATED,Sub105,trace_177,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_1870,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1873,0.6786,0.5862,-0.0924,WORSENED
testBank,ISOLATED,Sub105,trace_1875,0.7692,0.7000,-0.0692,WORSENED
testBank,ISOLATED,Sub105,trace_1889,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_1892,0.8000,0.7317,-0.0683,WORSENED
testBank,ISOLATED,Sub105,trace_1895,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_180,0.7073,0.6429,-0.0645,WORSENED
testBank,ISOLATED,Sub105,trace_1902,0.8000,0.7317,-0.0683,WORSENED
testBank,ISOLATED,Sub105,trace_1905,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1906,0.8974,0.8250,-0.0724,WORSENED
testBank,ISOLATED,Sub105,trace_1911,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1914,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1916,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_1917,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_1920,0.7073,0.6429,-0.0645,WORSENED
testBank,ISOLATED,Sub105,trace_183,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_1921,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1923,0.8500,0.7805,-0.0695,WORSENED
testBank,ISOLATED,Sub105,trace_1924,0.8235,0.7429,-0.0807,WORSENED
testBank,ISOLATED,Sub105,trace_1926,0.7941,0.7143,-0.0798,WORSENED
testBank,ISOLATED,Sub105,trace_1930,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1931,0.8250,0.7561,-0.0689,WORSENED
testBank,ISOLATED,Sub105,trace_1932,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1934,0.7879,0.7059,-0.0820,WORSENED
testBank,ISOLATED,Sub105,trace_1936,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1937,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1938,0.7500,0.6757,-0.0743,WORSENED
testBank,ISOLATED,Sub105,trace_186,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1943,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1945,0.6875,0.6061,-0.0814,WORSENED
testBank,ISOLATED,Sub105,trace_1949,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1950,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1953,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_187,0.8947,0.8205,-0.0742,WORSENED
testBank,ISOLATED,Sub105,trace_1963,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_1964,0.6667,0.6000,-0.0667,WORSENED
testBank,ISOLATED,Sub105,trace_1967,0.8611,0.7838,-0.0773,WORSENED
testBank,ISOLATED,Sub105,trace_1971,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_1982,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_1983,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_189,0.7188,0.6364,-0.0824,WORSENED
testBank,ISOLATED,Sub105,trace_1987,0.7500,0.6667,-0.0833,WORSENED
testBank,ISOLATED,Sub105,trace_1988,0.8750,0.8049,-0.0701,WORSENED
testBank,ISOLATED,Sub105,trace_1994,0.7895,0.7179,-0.0715,WORSENED
testBank,ISOLATED,Sub105,trace_19,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_1999,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_191,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_194,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_198,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_199,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_202,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_204,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_205,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_206,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_207,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_209,0.8205,0.7500,-0.0705,WORSENED
testBank,ISOLATED,Sub105,trace_21,0.7750,0.7073,-0.0677,WORSENED
testBank,ISOLATED,Sub105,trace_224,0.7500,0.6667,-0.0833,WORSENED
testBank,ISOLATED,Sub105,trace_229,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_232,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_234,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_236,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_239,0.8158,0.7436,-0.0722,WORSENED
testBank,ISOLATED,Sub105,trace_248,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_249,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_251,0.6364,0.5588,-0.0775,WORSENED
testBank,ISOLATED,Sub105,trace_259,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_1,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_260,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_267,0.7838,0.7105,-0.0733,WORSENED
testBank,ISOLATED,Sub105,trace_28,0.7179,0.6500,-0.0679,WORSENED
testBank,ISOLATED,Sub105,trace_271,0.8947,0.8205,-0.0742,WORSENED
testBank,ISOLATED,Sub105,trace_273,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_276,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_279,0.7209,0.6591,-0.0618,WORSENED
testBank,ISOLATED,Sub105,trace_280,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_282,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_283,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_284,0.8723,0.8125,-0.0598,WORSENED
testBank,ISOLATED,Sub105,trace_285,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_287,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_291,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_293,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_298,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_299,0.6786,0.5862,-0.0924,WORSENED
testBank,ISOLATED,Sub105,trace_304,0.7500,0.6829,-0.0671,WORSENED
testBank,ISOLATED,Sub105,trace_307,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_309,0.6667,0.6000,-0.0667,WORSENED
testBank,ISOLATED,Sub105,trace_311,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_323,0.8919,0.8158,-0.0761,WORSENED
testBank,ISOLATED,Sub105,trace_331,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_335,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_337,0.9184,0.8600,-0.0584,WORSENED
testBank,ISOLATED,Sub105,trace_341,0.7000,0.6341,-0.0659,WORSENED
testBank,ISOLATED,Sub105,trace_350,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_352,0.6875,0.6061,-0.0814,WORSENED
testBank,ISOLATED,Sub105,trace_356,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_357,0.7188,0.6364,-0.0824,WORSENED
testBank,ISOLATED,Sub105,trace_362,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_363,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_367,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_39,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_372,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_374,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_383,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_385,0.8049,0.7381,-0.0668,WORSENED
testBank,ISOLATED,Sub105,trace_386,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_392,0.7188,0.6364,-0.0824,WORSENED
testBank,ISOLATED,Sub105,trace_393,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_398,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_399,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_402,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_407,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_409,0.8600,0.8039,-0.0561,WORSENED
testBank,ISOLATED,Sub105,trace_412,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_414,0.6136,0.5556,-0.0581,WORSENED
testBank,ISOLATED,Sub105,trace_422,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_44,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_427,0.8200,0.7647,-0.0553,WORSENED
testBank,ISOLATED,Sub105,trace_429,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_45,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_440,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_443,0.8485,0.7647,-0.0838,WORSENED
testBank,ISOLATED,Sub105,trace_448,0.8125,0.7273,-0.0852,WORSENED
testBank,ISOLATED,Sub105,trace_452,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_460,0.7273,0.6471,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_461,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_463,0.6757,0.6053,-0.0704,WORSENED
testBank,ISOLATED,Sub105,trace_469,0.7500,0.6757,-0.0743,WORSENED
testBank,ISOLATED,Sub105,trace_483,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_484,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_486,0.7895,0.7179,-0.0715,WORSENED
testBank,ISOLATED,Sub105,trace_493,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_494,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_495,0.8913,0.8298,-0.0615,WORSENED
testBank,ISOLATED,Sub105,trace_496,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_52,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_498,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_499,0.7941,0.7143,-0.0798,WORSENED
testBank,ISOLATED,Sub105,trace_505,0.8718,0.8000,-0.0718,WORSENED
testBank,ISOLATED,Sub105,trace_508,0.9024,0.8333,-0.0691,WORSENED
testBank,ISOLATED,Sub105,trace_513,0.8788,0.7941,-0.0847,WORSENED
testBank,ISOLATED,Sub105,trace_515,0.7692,0.6667,-0.1026,WORSENED
testBank,ISOLATED,Sub105,trace_521,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_523,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_525,0.8750,0.7879,-0.0871,WORSENED
testBank,ISOLATED,Sub105,trace_526,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_5,0.8857,0.8056,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_532,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_535,0.5429,0.4722,-0.0706,WORSENED
testBank,ISOLATED,Sub105,trace_540,0.7273,0.6471,-0.0802,WORSENED
testBank,ISOLATED,Sub105,trace_544,0.5862,0.5000,-0.0862,WORSENED
testBank,ISOLATED,Sub105,trace_552,0.7895,0.7179,-0.0715,WORSENED
testBank,ISOLATED,Sub105,trace_554,0.7073,0.6429,-0.0645,WORSENED
testBank,ISOLATED,Sub105,trace_555,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub105,trace_557,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_558,0.8148,0.7143,-0.1005,WORSENED
testBank,ISOLATED,Sub105,trace_559,0.7667,0.6774,-0.0892,WORSENED
testBank,ISOLATED,Sub105,trace_566,0.7407,0.6429,-0.0979,WORSENED
testBank,ISOLATED,Sub105,trace_567,0.8621,0.7667,-0.0954,WORSENED
testBank,ISOLATED,Sub105,trace_568,0.7750,0.7073,-0.0677,WORSENED
testBank,ISOLATED,Sub105,trace_59,0.7714,0.6944,-0.0770,WORSENED
testBank,ISOLATED,Sub105,trace_576,0.7895,0.7179,-0.0715,WORSENED
testBank,ISOLATED,Sub105,trace_580,0.8043,0.7447,-0.0597,WORSENED
testBank,ISOLATED,Sub105,trace_584,0.7692,0.7000,-0.0692,WORSENED
testBank,ISOLATED,Sub105,trace_585,0.8462,0.7407,-0.1054,WORSENED
testBank,ISOLATED,Sub63,trace_0,0.8205,0.8000,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_1348,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_1352,0.9024,0.8810,-0.0215,WORSENED
testBank,ISOLATED,Sub63,trace_1360,0.9024,0.8810,-0.0215,WORSENED
testBank,ISOLATED,Sub63,trace_1366,0.8222,0.8043,-0.0179,WORSENED
testBank,ISOLATED,Sub63,trace_1371,0.8205,0.8000,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_133,0.8718,0.8500,-0.0218,WORSENED
testBank,ISOLATED,Sub63,trace_1382,0.7949,0.7750,-0.0199,WORSENED
testBank,ISOLATED,Sub63,trace_135,0.8293,0.8095,-0.0197,WORSENED
testBank,ISOLATED,Sub63,trace_1388,0.7000,0.6829,-0.0171,WORSENED
testBank,ISOLATED,Sub63,trace_1391,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1394,0.7381,0.7209,-0.0172,WORSENED
testBank,ISOLATED,Sub63,trace_1395,0.6905,0.6744,-0.0161,WORSENED
testBank,ISOLATED,Sub63,trace_1400,0.7692,0.7500,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_136,0.8718,0.8500,-0.0218,WORSENED
testBank,ISOLATED,Sub63,trace_1404,0.7273,0.7059,-0.0214,WORSENED
testBank,ISOLATED,Sub63,trace_1405,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_137,0.8974,0.8750,-0.0224,WORSENED
testBank,ISOLATED,Sub63,trace_1430,0.7879,0.7647,-0.0232,WORSENED
testBank,ISOLATED,Sub63,trace_1432,0.7333,0.7174,-0.0159,WORSENED
testBank,ISOLATED,Sub63,trace_1446,0.9184,0.9000,-0.0184,WORSENED
testBank,ISOLATED,Sub63,trace_1465,0.7500,0.7333,-0.0167,WORSENED
testBank,ISOLATED,Sub63,trace_141,0.7692,0.7500,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_1482,0.7692,0.7500,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_1491,0.7879,0.7647,-0.0232,WORSENED
testBank,ISOLATED,Sub63,trace_1498,0.8974,0.8750,-0.0224,WORSENED
testBank,ISOLATED,Sub63,trace_1499,0.8718,0.8500,-0.0218,WORSENED
testBank,ISOLATED,Sub63,trace_1503,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1515,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_1520,0.6596,0.6458,-0.0137,WORSENED
testBank,ISOLATED,Sub63,trace_146,0.9024,0.8810,-0.0215,WORSENED
testBank,ISOLATED,Sub63,trace_1532,0.8125,0.7879,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_1533,0.8205,0.8000,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_1542,0.7879,0.7647,-0.0232,WORSENED
testBank,ISOLATED,Sub63,trace_1543,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1546,0.8500,0.8293,-0.0207,WORSENED
testBank,ISOLATED,Sub63,trace_1556,0.9184,0.9000,-0.0184,WORSENED
testBank,ISOLATED,Sub63,trace_1558,0.7949,0.7750,-0.0199,WORSENED
testBank,ISOLATED,Sub63,trace_1567,0.9111,0.8913,-0.0198,WORSENED
testBank,ISOLATED,Sub63,trace_1578,0.7500,0.7273,-0.0227,WORSENED
testBank,ISOLATED,Sub63,trace_151,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_1591,0.8824,0.8654,-0.0170,WORSENED
testBank,ISOLATED,Sub63,trace_1594,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1599,0.7353,0.7143,-0.0210,WORSENED
testBank,ISOLATED,Sub63,trace_1622,0.7500,0.7273,-0.0227,WORSENED
testBank,ISOLATED,Sub63,trace_1626,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1632,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1633,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1634,0.8810,0.8605,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_1635,0.7500,0.7273,-0.0227,WORSENED
testBank,ISOLATED,Sub63,trace_1638,0.8974,0.8750,-0.0224,WORSENED
testBank,ISOLATED,Sub63,trace_1640,0.8235,0.8000,-0.0235,WORSENED
testBank,ISOLATED,Sub63,trace_1644,0.7879,0.7647,-0.0232,WORSENED
testBank,ISOLATED,Sub63,trace_1658,0.7059,0.6857,-0.0202,WORSENED
testBank,ISOLATED,Sub63,trace_1659,0.8250,0.8049,-0.0201,WORSENED
testBank,ISOLATED,Sub63,trace_1665,0.8235,0.8000,-0.0235,WORSENED
testBank,ISOLATED,Sub63,trace_1669,0.7500,0.7273,-0.0227,WORSENED
testBank,ISOLATED,Sub63,trace_1670,0.6571,0.6389,-0.0183,WORSENED
testBank,ISOLATED,Sub63,trace_1672,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_1674,0.6667,0.6471,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_159,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1683,0.8478,0.8298,-0.0180,WORSENED
testBank,ISOLATED,Sub63,trace_1696,0.8857,0.8611,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_1698,0.9024,0.8810,-0.0215,WORSENED
testBank,ISOLATED,Sub63,trace_1701,0.6667,0.6471,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_161,0.9070,0.8864,-0.0206,WORSENED
testBank,ISOLATED,Sub63,trace_1727,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1734,0.7179,0.7000,-0.0179,WORSENED
testBank,ISOLATED,Sub63,trace_1740,0.6667,0.6500,-0.0167,WORSENED
testBank,ISOLATED,Sub63,trace_1745,0.8605,0.8409,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_1765,0.7805,0.7619,-0.0186,WORSENED
testBank,ISOLATED,Sub63,trace_1770,0.7692,0.7500,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_1772,0.8205,0.8000,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_1777,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1778,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_169,0.7708,0.7551,-0.0157,WORSENED
testBank,ISOLATED,Sub63,trace_1786,0.8049,0.7857,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_1788,0.7500,0.7333,-0.0167,WORSENED
testBank,ISOLATED,Sub63,trace_1798,0.8611,0.8378,-0.0233,WORSENED
testBank,ISOLATED,Sub63,trace_1810,0.8810,0.8605,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_1813,0.5429,0.5278,-0.0151,WORSENED
testBank,ISOLATED,Sub63,trace_1820,0.8857,0.8611,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_173,0.7500,0.7297,-0.0203,WORSENED
testBank,ISOLATED,Sub63,trace_1831,0.8125,0.7879,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_1833,0.7805,0.7619,-0.0186,WORSENED
testBank,ISOLATED,Sub63,trace_1834,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1835,0.7714,0.7500,-0.0214,WORSENED
testBank,ISOLATED,Sub63,trace_1837,0.7750,0.7561,-0.0189,WORSENED
testBank,ISOLATED,Sub63,trace_1839,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_1841,0.6500,0.6341,-0.0159,WORSENED
testBank,ISOLATED,Sub63,trace_1842,0.7000,0.6829,-0.0171,WORSENED
testBank,ISOLATED,Sub63,trace_1843,0.6667,0.6471,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_1845,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1849,0.7273,0.7059,-0.0214,WORSENED
testBank,ISOLATED,Sub63,trace_1856,0.8049,0.7857,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_1865,0.7143,0.7000,-0.0143,WORSENED
testBank,ISOLATED,Sub63,trace_1869,0.6136,0.6000,-0.0136,WORSENED
testBank,ISOLATED,Sub63,trace_1871,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_1874,0.7895,0.7692,-0.0202,WORSENED
testBank,ISOLATED,Sub63,trace_1875,0.7692,0.7500,-0.0192,WORSENED
testBank,ISOLATED,Sub63,trace_1878,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_1879,0.7353,0.7143,-0.0210,WORSENED
testBank,ISOLATED,Sub63,trace_1881,0.7209,0.7045,-0.0164,WORSENED
testBank,ISOLATED,Sub63,trace_180,0.7073,0.6905,-0.0168,WORSENED
testBank,ISOLATED,Sub63,trace_181,0.8000,0.7805,-0.0195,WORSENED
testBank,ISOLATED,Sub63,trace_1909,0.9070,0.8864,-0.0206,WORSENED
testBank,ISOLATED,Sub63,trace_1920,0.7073,0.6905,-0.0168,WORSENED
testBank,ISOLATED,Sub63,trace_1945,0.6875,0.6667,-0.0208,WORSENED
testBank,ISOLATED,Sub63,trace_1947,0.9245,0.9074,-0.0171,WORSENED
testBank,ISOLATED,Sub63,trace_1956,0.8500,0.8293,-0.0207,WORSENED
testBank,ISOLATED,Sub63,trace_1964,0.6667,0.6500,-0.0167,WORSENED
testBank,ISOLATED,Sub63,trace_1976,0.8810,0.8605,-0.0205,WORSENED
testBank,ISOLATED,Sub63,trace_1977,0.7632,0.7436,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_1980,0.8000,0.7805,-0.0195,WORSENED
testBank,ISOLATED,Sub63,trace_1984,0.8913,0.8723,-0.0190,WORSENED
testBank,ISOLATED,Sub63,trace_1987,0.7500,0.7273,-0.0227,WORSENED
testBank,ISOLATED,Sub63,trace_1990,0.8857,0.8611,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_1994,0.7895,0.7692,-0.0202,WORSENED
testBank,ISOLATED,Sub63,trace_1995,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_195,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_20,0.9184,0.9000,-0.0184,WORSENED
testBank,ISOLATED,Sub63,trace_214,0.8947,0.8718,-0.0229,WORSENED
testBank,ISOLATED,Sub63,trace_21,0.7750,0.7561,-0.0189,WORSENED
testBank,ISOLATED,Sub63,trace_222,0.8857,0.8611,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_224,0.7500,0.7273,-0.0227,WORSENED
testBank,ISOLATED,Sub63,trace_227,0.7561,0.7381,-0.0180,WORSENED
testBank,ISOLATED,Sub63,trace_231,0.8421,0.8205,-0.0216,WORSENED
testBank,ISOLATED,Sub63,trace_238,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_241,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_246,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_256,0.8500,0.8293,-0.0207,WORSENED
testBank,ISOLATED,Sub63,trace_27,0.8421,0.8205,-0.0216,WORSENED
testBank,ISOLATED,Sub63,trace_261,0.8485,0.8235,-0.0250,WORSENED
testBank,ISOLATED,Sub63,trace_269,0.7632,0.7436,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_28,0.7179,0.7000,-0.0179,WORSENED
testBank,ISOLATED,Sub63,trace_279,0.7209,0.7045,-0.0164,WORSENED
testBank,ISOLATED,Sub63,trace_29,0.8605,0.8409,-0.0196,WORSENED
testBank,ISOLATED,Sub63,trace_292,0.7561,0.7381,-0.0180,WORSENED
testBank,ISOLATED,Sub63,trace_304,0.7500,0.7317,-0.0183,WORSENED
testBank,ISOLATED,Sub63,trace_306,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_309,0.6667,0.6500,-0.0167,WORSENED
testBank,ISOLATED,Sub63,trace_314,0.8913,0.8723,-0.0190,WORSENED
testBank,ISOLATED,Sub63,trace_324,0.8611,0.8378,-0.0233,WORSENED
testBank,ISOLATED,Sub63,trace_330,0.9070,0.8864,-0.0206,WORSENED
testBank,ISOLATED,Sub63,trace_332,0.8125,0.7879,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_333,0.8125,0.7879,-0.0246,WORSENED
testBank,ISOLATED,Sub63,trace_340,0.8750,0.8485,-0.0265,WORSENED
testBank,ISOLATED,Sub63,trace_341,0.7000,0.6829,-0.0171,WORSENED
testBank,ISOLATED,Sub63,trace_343,0.8864,0.8667,-0.0197,WORSENED
testBank,ISOLATED,Sub63,trace_344,0.9024,0.8810,-0.0215,WORSENED
testBank,ISOLATED,Sub63,trace_345,0.8864,0.8667,-0.0197,WORSENED
testBank,ISOLATED,Sub63,trace_352,0.6875,0.6667,-0.0208,WORSENED
testBank,ISOLATED,Sub63,trace_353,0.9024,0.8810,-0.0215,WORSENED
